question_number,question,correct_answer,source_folder,ai_answer_20260725_005651,ai_answer_20260725_011226,ai_answer_20260725_120724,ai_answer_20260725_132248,ai_answer_20260725_132835
1187,"Nếu tham số insecure trong cấu hình dịch vụ (ví dụ: keystone_authtoken) được đặt giá trị True, điều đó có thể dẫn đến rủi ro gì?",B,public_test_fix,B,B,B,B,B
1188,Tại sao không nên chia nhỏ hoạt động thành nhiều nhiệm vụ nhỏ khi vẽ sơ đồ chuỗi giá trị?,B,public_test_fix,B,B,"B,C",B,B
1189,"Ràng buộc Mate định nghĩa mối quan hệ nào giữa hai bề mặt, và trong trường hợp nào nên dùng Flush thay vì Mate?",A,public_test_fix,A,A,A,A,A
1190,Vì sao ký hiệu hóa mối hàn lại quan trọng trong thiết kế cơ khí?,A,public_test_fix,A,A,A,A,A
1191,Mỗi tổ hợp không dây FSMBL-001 quản lý tối đa bao nhiêu đầu báo khói WSD-1?,B,public_test_fix,B,B,B,B,B
1192,"Trong quy ước vẽ then hoa, nét liền đậm và nét liền mảnh dùng để thể hiện gì?",D,public_test_fix,D,D,"B,C,D",A,A
1193,Linh kiện nào có chức năng hạn chế dòng điện chạy qua mạch?,A,public_test_fix,A,A,A,A,A
1194,Công cụ nào được dùng để chèn một chi tiết có sẵn vào môi trường lắp ráp?,B,public_test_fix,B,B,B,B,B
1195,"Dựa vào bảng ""Các nhóm nhiệm vụ ưu tiên thực hiện"", tổng nguồn vốn từ ""Doanh nghiệp, Xã hội hóa"" cho các nhiệm vụ thuộc nhóm ""Giáo dục thông minh"" được liệt kê trong tài liệu là bao nhiêu?",C,public_test_fix,A,C,C,A,A
1196,"Nếu muốn trình chiếu lặp lại liên tục từ đầu đến khi nhấn Esc, bạn cần chọn tùy chọn nào trong hộp thoại “Setup Slide Show”?",B,public_test_fix,B,B,B,B,B
1197,Tóm tắt các loại linh kiện điện tử phổ biến và vai trò của chúng trong cuộc sống.,A,public_test_fix,A,A,A,A,A
1198,Doanh nghiệp nên dùng công cụ nào khác khi muốn phân tích chi tiết để tối ưu hóa từng công đoạn thay vì chỉ mô tả dòng chảy tổng thể?,C,public_test_fix,C,C,C,C,C
1199,"Nếu một mạch điện cần chỉnh lưu dòng AC thành DC, linh kiện nào được lựa chọn?",B,public_test_fix,B,B,B,B,B
1200,"Trong khu vực bảo vệ nguồn nước, bán kính bảo vệ tối thiểu của giếng khoan nước ngầm là bao nhiêu mét, và nội dung nào bị cấm trong khu vực này?",A,public_test_fix,A,A,A,A,A
1201,"Trong quy trình xử lý sự cố an toàn thông tin, nhiệm vụ chính của Tier 1 là gì, và công cụ nào được sử dụng để quản lý ticket sự cố?",A,public_test_fix,A,A,A,A,A
1202,"Trong 5 giai đoạn của VSM, giai đoạn nào liên quan đến việc xây dựng sơ đồ hiện tại và giai đoạn nào tập trung vào nhận diện cơ hội cải tiến?",B,public_test_fix,A,B,B,B,B
1203,"Trong tiêu chuẩn về bảo hành và việc đáp ứng bảo hành theo yêu cầu, nhà thầu được đánh giá là Đạt khi đáp ứng những điều kiện nào dưới đây?","A,C",public_test_fix,"A,C","A,C","A,C",A,A
1204,"Nếu khách hàng cần một chiếc xe nhỏ gọn, tiết kiệm nhiên liệu (4.8L/100km ngoài đô thị) và nhiều công nghệ an toàn, Toyota Raize có phù hợp không?",A,public_test_fix,A,A,"A,D",A,A
1205,"Trong Lean, 'lãng phí' được định nghĩa là gì?",C,public_test_fix,C,C,C,C,C
1206,"Theo Bảng 2.1, tổng công suất lắp đặt của 10 nhà máy thủy điện công suất lớn (từ 100 MW trở lên) tại vùng Trung du miền núi phía Bắc (TDMNPB) là bao nhiêu?",C,public_test_fix,C,C,A,A,A
1207,Diode có chức năng gì và thường được sử dụng trong ứng dụng nào?,C,public_test_fix,C,C,C,C,C
1208,"Khi ghi ký hiệu mối hàn, tại sao không cần vẽ chi tiết từng lớp vật liệu đắp?",C,public_test_fix,C,C,C,C,A
1209,Hãy tóm tắt các nhóm linh kiện điện tử quan trọng và vai trò của chúng trong nghề sửa chữa điện tử.,C,public_test_fix,C,C,C,C,C
1210,"Để kiểm tra số bậc tự do còn lại của chi tiết trong lắp ráp, ta dùng công cụ nào?",C,public_test_fix,D,D,D,B,D
1211,Đâu là tóm tắt đúng nhất về các điều kiện tối ưu cho quá trình lên men vang dứa Queen bằng chủng S. cerevisiae D8?,B,public_test_fix,B,B,B,A,A
1212,"Trong hình chiếu vuông góc trục, tại sao không cần vẽ phần vát đầu răng và khe hở của then hoa?",A,public_test_fix,A,A,"A,B",A,A
1213,"Nếu một bóng đèn LED tiêu thụ công suất 10W, hoạt động liên tục trong 5 giờ, thì lượng điện năng tiêu thụ là bao nhiêu Wh?",D,public_test_fix,D,D,D,D,X
1214,Tần suất bảo dưỡng thiết bị mạng theo tháng được quy định là bao nhiêu?,B,public_test_fix,B,B,B,B,B
1215,"Hãy xác định (i) năm DSA được NIST công nhận là chuẩn chữ ký số, và (ii) tên của một thành phần trong PKI có nhiệm vụ xác minh thông tin nhận dạng của người dùng.
",A,public_test_fix,A,A,A,A,A
1216,"Ký hiệu phụ trong ghi chú mối hàn cho biết thông tin gì, và nó khác ký hiệu bổ sung ở điểm nào?",B,public_test_fix,B,B,"B,C",B,B
1217,"Theo tài liệu, DSA có ưu điểm nổi bật nào so với RSA?



",B,public_test_fix,B,B,B,"B,C",B
1218,Có bao nhiêu loại hồ sơ tài liệu chính cần được lập và lưu trữ cho mỗi thiết bị theo quy trình này (theo BM1 đến BM9)?,C,public_test_fix,C,C,C,C,C
1219,Lợi ích chính của việc áp dụng VSM trong Lean là gì?,C,public_test_fix,C,C,C,C,C
1220,Ký hiệu cơ bản của mối hàn thể hiện điều gì?,A,public_test_fix,A,A,A,A,A
1221,"Theo tài liệu Public_161, thành phần nào trong chứng chỉ số đóng vai trò ký để đảm bảo tính xác thực và toàn vẹn?",C,public_test_fix,C,C,C,C,C
1222,"Trong phương án 2 của phần thực nghiệm, số lượng điểm dữ liệu được sử dụng để training và testing là bao nhiêu?",C,public_test_fix,C,C,C,C,C
1223,"Theo tài liệu, trong cuộc khảo sát các nhà quản lý và chuyên gia tại 14 tỉnh vùng Trung du miền núi phía Bắc, có bao nhiêu phiếu khảo sát hợp lệ đã được thu về?",C,public_test_fix,C,C,C,C,C
1224,Vì sao quy trình yêu cầu dán nhãn “THIẾT BỊ KHÔNG SỬ DỤNG” đối với những trang thiết bị không còn vận hành?,B,public_test_fix,C,B,D,B,B
1225,"Vì sao dây lưỡng kim (lõi sắt, vỏ đồng) vẫn có khả năng dẫn điện gần như dây đồng nguyên chất?",A,public_test_fix,C,A,"A,C",A,A
1226,Mục tiêu chính của việc lập sơ đồ chuỗi giá trị trong doanh nghiệp là gì?,B,public_test_fix,B,B,B,B,B
1227,Lớp sơn bảo vệ chống ăn mòn của kết cấu thép phải phù hợp với tiêu chuẩn nào?,C,public_test_fix,C,C,C,C,C
1228,Tỉnh nào có sản lượng điện mặt trời cao nhất vùng TDMNPB và chiếm tỷ lệ bao nhiêu?,A,public_test_fix,A,A,A,A,A
1229,Tài liệu hướng dẫn bảo trì bảo dưỡng hệ thống mạng đề cập đến mấy chu kỳ bảo dưỡng định kỳ chính?,C,public_test_fix,B,B,"B,C",B,B
1230,hệ thống cấp nước nào thuộc bậc tin cậy I và II?,"A,C",public_test_fix,"A,B,C","A,B,C","A,B,C",B,A
1231,Hệ thống lọc số FIR có đặc điểm gì về pha?,A,public_test_fix,A,A,A,A,A
1232,những loại công nghiệp nào có chỉ tiêu cấp điện ≥ 250 kW/ha,"A,B",public_test_fix,"A,B",B,"A,B","A,B",A
1233,"Trong quá trình khởi động, đèn LED nào sẽ sáng để báo đồng bộ trên trunk A và trunk B?",A,public_test_fix,A,A,"A,C",A,A
1234,Mục đích chính của biểu đồ phân bố là gì?,C,public_test_fix,C,C,C,C,C
1235,Điện trở có chức năng chính là gì?,A,public_test_fix,A,A,A,A,A
1236,"Dựa vào Bảng 3.2 của Tài liệu Public_595, hãy tính chênh lệch về lượng CO2 sinh ra (g/100ml) sau 96 giờ lên men giữa chủng có hoạt lực mạnh nhất (D8) và chủng có hoạt lực yếu nhất (D1)",C,public_test_fix,C,C,"B,C",C,B
1237,"Nếu trong vòng 6 tháng một thiết bị mạng đã xảy ra switchover ngoài kế hoạch, thì trong lần bảo dưỡng 6 tháng kế tiếp có cần lặp lại thao tác switchover không?",B,public_test_fix,B,B,"B,C",B,B
1238,Mối ghép bằng then có tác dụng chính là gì?,A,public_test_fix,A,A,A,A,A
1239,"Theo tài liệu, độ gợn râu dừng (stopband ripple) của bộ lọc Chebyshev I (IIR) xấp xỉ bao nhiêu?",C,public_test_fix,C,C,C,C,C
1240,"Trong các lợi ích sau, lợi ích nào của công nghệ ảo hóa được nêu trong tài liệu Public_609?","A,C",public_test_fix,"A,C","A,C","A,C","A,C",A
1241,Transistor có mấy loại chính được nhắc đến trong tài liệu Public_565?,B,public_test_fix,B,B,"B,C",B,B
1242,Một trong những nguyên tắc của kiến trúc ICT cho đô thị thông minh được nêu trong tài liệu là gì? ,B,public_test_fix,B,B,B,B,B
1243,"Nếu một hợp kim có điện trở suất cao nhưng giá thành rẻ, ứng dụng phù hợp nhất là gì?",B,public_test_fix,B,B,B,B,B
1244,Quy trình bảo trì định kỳ tủ điện phân phối chính/nhánh gồm bao nhiêu nhóm công việc chính?,C,public_test_fix,B,A,B,A,B
1245,"Trong quá trình chế tạo kết cấu thép:

Chất lượng làm sạch bề mặt phải tuân theo TCXDVN 334:2005.

Không được sơn phủ tại xưởng chế tạo, chỉ được sơn tại hiện trường.
Nhận định nào sau đây là đúng?",A,public_test_fix,C,C,A,C,C
1246,"Dựa trên kết quả nghiên cứu, kết luận chính về hiệu quả của các dẫn xuất VK3-9 và VK3-10 trong việc chống lại sự kết tập của amyloid peptid so với Curcumin là gì?",C,public_test_fix,C,C,C,C,A
1247,Tóm tắt vai trò của máy SMT-P&P trong dây chuyền sản xuất điện tử.,A,public_test_fix,"A,B,C","A,B,C","A,B,C,D","A,B,D","A,B,C,D"
1248,"Trong danh mục Public_628, có bao nhiêu máy móc thiết bị được dùng để 'Kiểm định, hiệu chuẩn áp suất'?",C,public_test_fix,B,A,B,A,A
1249,Danh mục thiết bị trong tài liệu Public_632 được chia thành các nhóm nào?,B,public_test_fix,"A,B,C,D",B,"A,B,C,D","A,B,C,D","A,B,C,D"
1250,"Dựa vào Bảng 3.4, số lượng gen và chỉ số N50 (bp) của mẫu mô lá L4.1 lần lượt là bao nhiêu?",A,public_test_fix,A,A,A,A,A
1251,"Trong quy trình xử lý sự cố ATTT, những bộ phận nào chịu trách nhiệm tiếp nhận và xử lý sự cố khi Tier 1 không thể xử lý được?","A,B",public_test_fix,"A,B","A,B","A,B,C","A,B,C","A,B"
1252,"Nếu cần truyền công suất lớn giữa hai trục cách xa nhau, lựa chọn bộ truyền nào là phù hợp nhất?",B,public_test_fix,C,B,C,C,C
1253,Các biểu tượng nào thường được dùng trong sơ đồ chuỗi giá trị?,B,public_test_fix,B,B,B,B,B
1254,Điện trở có vai trò gì và được sử dụng để làm gì trong mạch điện?,B,public_test_fix,B,B,B,B,B
1255,Mục tiêu chính của phương pháp 5S là gì?,A,public_test_fix,A,A,A,A,A
1256,Tụ điện được chia thành hai loại chính nào?,B,public_test_fix,B,B,B,B,B
1257,Vì sao trong bảo trì hệ thống tủ điện cần siết chặt lại các điểm đấu nối cáp động lực và thanh cái?,B,public_test_fix,B,B,B,B,B
1258,So sánh nhôm và đồng đỏ: chúng giống và khác nhau thế nào về điện trở suất và khả năng chống ăn mòn?,B,public_test_fix,B,B,B,A,B
1259,"Trong thiết kế hệ thống phun theo TCVN 7336:2020, **công thức lưu lượng qua đầu phun** và **giới hạn vận tốc trong ống áp lực** được quy định thế nào?",C,public_test_fix,C,C,"A,C",C,C
1260,Thiết bị kiểm định đồng hồ nước lạnh DN50-150 có mục đích sử dụng là gì?,A,public_test_fix,A,A,A,A,A
1261,Vật liệu nào thường được dùng để mạ vỏ ngoài dây dẫn trong lĩnh vực siêu cao tần do có hiệu ứng mặt ngoài?,B,public_test_fix,B,B,B,B,B
1262,Liệt kê các thư viện Python được nhắc đến trong tài liệu Public_477 khi nói về hỗ trợ khoa học và năng lượng tái tạo.,B,private_test_fix,"A,B,D","A,B,D","A,B,D","A,B,D","A,B,D"
1263,Entropy Regularization trong RL có tác dụng gì? Khuyến khích điều gì?,A,private_test_fix,A,A,A,A,A
1264,Quy trình bảo dưỡng hệ thống chiller (theo bảng hướng dẫn chính) gồm bao nhiêu nhóm hạng mục chính?,C,private_test_fix,C,C,"B,C,D",C,C
1265,"Trong vCloud Server, dịch vụ nào hỗ trợ phân tách lưu lượng mạng bằng tường lửa, và dịch vụ nào cho phép phân phối lưu lượng đến nhiều máy chủ web?",A,private_test_fix,A,A,A,A,A
1266,"Gradient Descent cập nhật tham số dựa trên nguyên lý nào, và learning rate ảnh hưởng ra sao?",B,private_test_fix,B,B,B,B,B
1267,"Tài liệu nhấn mạnh việc dùng Python cho AI/ML, nhưng trong phần thí nghiệm lại ghi ""dùng MATLAB"". Điều này cho thấy điều gì?",A,private_test_fix,"A,D",A,"A,C,D",A,A
1268,"Trong nhóm công cụ quan sát, công cụ nào giúp xem chi tiết vuông góc với mặt chọn?",D,private_test_fix,D,D,D,D,D
1269,"Khi hai biến số có quan hệ nghịch chặt, hệ số tương quan r thường gần với giá trị nào?",C,private_test_fix,C,C,C,C,C
1270,So sánh đặc điểm giữa cao su và giấy làm tụ điện về khả năng chịu nhiệt và phạm vi ứng dụng?,B,private_test_fix,B,B,"A,D",A,A
1271,Thuật ngữ “CRS” trong tài liệu Public_629 được định nghĩa là gì?,C,private_test_fix,C,C,C,C,C
1272,Mục đích chính của tài liệu Public_581 là gì?,C,private_test_fix,C,C,C,C,C
1273,Nội dung chính của báo cáo kỹ thuật Public_585 là gì?,D,private_test_fix,D,D,D,D,D
1274,"Trong quá trình lùi xe ghép ngang vào nơi đỗ, việc đánh lái sang phải khi bắt đầu lùi và trả lái sang trái khi thấy góc cuối cùng bên phải của vị trí đỗ có ý nghĩa như thế nào đối với việc đưa xe vào vị trí đỗ chính xác và an toàn?",A,private_test_fix,A,A,A,A,A
1275,"Nếu giá trị trung bình bị lệch về gần giới hạn trên (Hình 2), doanh nghiệp nên làm gì và vì sao?",A,private_test_fix,A,A,A,A,A
1276,Ống nội soi tá tràng nghiêng trong hệ thống nội soi mật tụy ngược dòng có trường nhìn là bao nhiêu độ?,B,private_test_fix,D,D,D,C,A
1277,Phòng dịch vụ Trung tâm Dữ liệu (DV TTDL) phối hợp lập kế hoạch bảo dưỡng UPS/STS định kỳ theo chu kỳ bao lâu?,B,private_test_fix,B,B,B,B,B
1278,Sâu SQL Slammer khai thác lỗ hổng tràn bộ đệm của thành phần nào trong Microsoft SQL Server 2000?,C,private_test_fix,C,C,C,C,C
1279,"Theo Public 524, các loại bánh răng cơ bản gồm những loại nào?",B,private_test_fix,B,B,B,B,B
1280,"Theo Bảng 1.2, độ bền về điện và nhiệt độ chịu đựng của vật liệu Sứ (Porcelain) lần lượt là bao nhiêu?",B,private_test_fix,B,B,B,B,B
1281,Thời gian tác động tối đa cho phép của rơ le trong thử nghiệm phát hiện pha chạm đất là bao nhiêu?,C,private_test_fix,C,C,C,C,C
1282,Ngôn ngữ nào được nhắc đến là phổ biến cho nghiên cứu và ứng dụng trí tuệ nhân tạo?,B,private_test_fix,B,B,B,B,B
1283,"Theo kế hoạch tiến độ, quá trình triển khai website gồm bao nhiêu giai đoạn (bước) chính?",C,private_test_fix,A,A,B,A,B
1284,Nguồn điện yêu cầu của hệ thống CT 64 lát/vòng và hệ thống CT 256 lát/vòng lần lượt là gì?,A,private_test_fix,A,A,"A,B",A,A
1285,"Tại sao việc điều khiển tốc độ khi lùi xe ô tô cần thực hiện chậm và sử dụng thao tác cắt, nhả ly hợp liên tục hoặc đạp nửa ly hợp, và nếu không làm đúng có thể dẫn đến rủi ro gì?",D,private_test_fix,D,D,D,D,D
1286,"Trong quy trình quản lý lỗ hổng an toàn thông tin, vai trò của Team ATTT là gì, và vai trò của Ban lãnh đạo được xác định như thế nào?",C,private_test_fix,C,C,C,C,C
1287,Người lái cần nắm vững những kỹ năng nào để điều khiển xe số sàn và số tự động,C,private_test_fix,"A,C",B,"A,C","A,C",C
1288,Êbônit và bakêlit giống và khác nhau thế nào về điện bền và ứng dụng?,B,private_test_fix,B,B,"B,C",B,B
1289,Sự kiện nào đánh dấu kết thúc quy trình quản lý lỗ hổng an toàn thông tin (ATTT)?,B,private_test_fix,B,B,B,B,B
1290,"Khi ghép xe dọc vào nơi đỗ, những bước nào cần thực hiện để đảm bảo an toàn trước khi lùi xe, và làm thế nào để điều chỉnh xe vào vị trí đỗ chính xác?",D,private_test_fix,D,D,D,D,D
1291,Điều kiện nào đảm bảo hệ thống PV + Pin ổn định?,B,private_test_fix,B,B,B,B,B
1292,Công cụ Thread được dùng để làm gì trong mô hình chi tiết?,B,private_test_fix,B,B,"B,C",B,B
1293,"Trong quy trình quản lý lỗ hổng pentest, bộ phận Team ATTT thực hiện những nhiệm vụ nào?","A,D",private_test_fix,"A,D","A,D","A,C,D","A,C,D","A,D"
1294,Các bước chính khi xây dựng khung ontology bán tự động gồm?,B,private_test_fix,B,B,"B,C","B,C",B
1295,"Những tồn tại, hạn chế chính của thị trường viễn thông Việt Nam được nêu trong tài liệu Public_600 là gì?",C,private_test_fix,C,C,"B,C,D","B,C,D","B,C,D"
1296,"Theo TCVN 7043:2013 (Bảng 1.9), giới hạn tối đa cho phép của hàm lượng Chì (Pb) trong đồ uống có cồn là bao nhiêu?",D,private_test_fix,A,D,"A,D",A,C
1297,Vì sao trong bảo dưỡng hệ thống UPS cần có hai hình thức kiểm tra A và B thay vì chỉ một loại?,A,private_test_fix,A,A,A,A,A
1298,"Trong học tăng cường, Markov Decision Process (MDP) bao gồm những thành phần nào?",A,private_test_fix,A,A,A,A,A
1299,"Theo tài liệu Public_590, điều kiện công nghệ tối ưu về nhiệt độ thiêu kết để chế tạo hệ vật liệu CAS là bao nhiêu?",C,private_test_fix,C,C,C,C,C
1300,"Giải pháp điện toán đám mây cần đảm bảo tính liên tục dịch vụ khi có sự cố, điều này có thể được đáp ứng bởi những tính năng nào sau đây?","A,C",private_test_fix,"A,C","A,C","A,C",C,"A,C"
1301,"Nếu muốn in bản vẽ nhưng loại trừ một số tờ (Sheet), ta phải làm gì?",A,private_test_fix,A,A,A,A,A
1302,"Nét đứt mảnh dùng để biểu diễn đối tượng nào, và nó khác gì so với nét đứt đậm?",C,private_test_fix,A,C,"B,C",C,C
1303,Các thành phần cơ bản của ngôn ngữ lập trình gồm những gì?,A,private_test_fix,A,A,A,A,A
1304,"Nguyên tắc chủ yếu và quan trọng nhất của công tác thiết kế mạng điện là gì?
",B,private_test_fix,B,B,B,B,B
1305,"Dựa vào Bảng 2.5 về hệ số quan trọng của từng chỉ tiêu cảm quan, nếu điểm trung bình chưa có trọng lượng của hội đồng cảm quan cho chỉ tiêu ""Mùi"" là 3,5, thì điểm đã được hiệu chỉnh là bao nhiêu",B,private_test_fix,B,B,B,A,C
1306,"Theo Bảng 1.3 của tài liệu Public_600, có bao nhiêu doanh nghiệp đang cung cấp dịch vụ viễn thông cố định mặt đất vào năm 2019?",B,private_test_fix,B,B,B,A,X
1307,"Dựa vào Bảng III.5, tổng chi phí dự kiến cho các hạng mục xây dựng chính (nhà máy xử lý và hệ thống ống) là bao nhiêu?",B,private_test_fix,A,B,D,C,C
1308,"Trong quy trình phát triển phần mềm, hoạt động “tích hợp các đơn vị, mô-đun” thuộc công đoạn nào?",B,private_test_fix,B,B,C,B,B
1309,Luận án Public_590 tập trung nghiên cứu chế tạo hệ vật liệu nào là chủ yếu và vì sao?,D,private_test_fix,D,C,"C,D",D,D
1310,Ống soi dạ dày video và ống soi đại tràng video lần lượt có số kênh làm việc tối thiểu là bao nhiêu?,C,private_test_fix,D,C,C,C,C
1311,"Dựa vào Bảng ""PHÂN TÍCH TÌNH TRẠNG KỸ THUẬT CỦA TÀI SẢN CỐ ĐỊNH"", hệ số hao mòn của ""TSCĐ dùng ngoài sản xuất"" đã tăng bao nhiêu điểm phần trăm từ đầu năm đến cuối năm?",D,private_test_fix,D,B,"B,C",B,B
1312,"Tại sao phương pháp giảm tốc độ bằng phanh phối hợp (kết hợp phanh động cơ, phanh chân và phanh tay) lại đặc biệt quan trọng khi xe chạy trên đường dốc dài hoặc trơn lầy, và nếu không áp dụng đúng, có thể dẫn đến những rủi ro gì về an toàn và hư hỏng xe?",D,private_test_fix,D,D,D,D,D
1313,"Khi khởi hành xe số sàn, người lái phải phối hợp những thao tác nào với bàn đạp ly hợp, bàn đạp ga và cần số để xe không bị tắt máy",D,private_test_fix,D,A,"A,B,D",B,B
1314,"Trong bảo dưỡng máy nén của hệ thống chiller, những công việc nào cần thực hiện?","A,B",private_test_fix,"A,B,C,D","A,B,D","A,B,C,D","A,B,D","A,C,D"
1315,"Trong cuộc khảo sát các nhà quản lý và chuyên gia tại 14 tỉnh vùng Trung du miền núi phía Bắc, có bao nhiêu phiếu khảo sát hợp lệ đã được thu về?",C,private_test_fix,C,C,C,C,C
1316,"Theo tài liệu Public_503, có những công cụ phổ biến nào để biểu diễn thuật toán?",A,private_test_fix,A,A,"A,C",A,A
1317,Dãy kích thước chiều rộng nét vẽ theo tiêu chuẩn đề cập trong Public_521 thường nằm trong khoảng nào?,B,private_test_fix,B,B,B,B,B
1318,Linh kiện điện tử là gì?,A,private_test_fix,A,A,A,A,A
1319,Mục đích chính của biểu đồ phân tán là gì?,B,private_test_fix,B,B,B,B,B
1320,Thuật ngữ “AOG” trong tài liệu Public_629 có nghĩa là gì?,B,private_test_fix,B,B,B,B,B
1321,"Theo bảng ""PHÂN TÍCH TÌNH HÌNH BIẾN ĐỘNG TÀI SẢN CỐ ĐỊNH"", tổng nguyên giá tài sản cố định cuối năm so với đầu năm đã tăng bao nhiêu phần trăm?",D,private_test_fix,D,D,D,B,D
1322,"Trong quá trình khảo sát chế tạo vật liệu SAS, khi thiêu kết ở 1250 oC trong 120 phút, vật liệu thu được có đặc điểm cấu trúc pha như thế nào?",A,private_test_fix,A,A,A,A,A
1323,"Trong tài liệu Public_509, khi r = 0,8, ta có thể suy ra điều gì?",C,private_test_fix,B,C,D,C,C
1324,"Trong quy trình bảo dưỡng, hạng mục nào yêu cầu đo nội trở ắc quy, và hạng mục nào yêu cầu kiểm tra chất lượng Static Switch?",D,private_test_fix,D,D,D,D,D
1325,Điện trở rò tối đa mà mạch có khả năng phát hiện trong thực nghiệm là bao nhiêu?,B,private_test_fix,B,B,B,B,B
1326,"Nếu sản phẩm liên tục bị lệch về gần LSL (giới hạn dưới), doanh nghiệp có nguy cơ gì?",A,private_test_fix,A,A,A,A,A
1327,"Theo Bảng 2.7, tỉnh nào có số thôn chưa có điện cao nhất trong vùng TDMNPB?",C,private_test_fix,C,A,"A,B,C,D",B,C
1328,"Lò xo xoắn ốc được chia thành những loại nào, và mặt cắt dây lò xo có thể có hình gì?",A,private_test_fix,A,A,A,A,A
1329,"Dựa vào Bảng 1.1, công suất tác dụng cực đại (P, MW) và công suất phản kháng cực đại (Q, MVAr) của Phụ tải 4 lần lượt là bao nhiêu?",C,private_test_fix,C,C,C,C,A
1330,"Dựa trên kế hoạch tiến độ, sau khi hoàn thành bước “Thiết kế giao diện” thì khách hàng cần thực hiện công việc gì tiếp theo?",B,private_test_fix,B,B,B,B,B
1331,"Để đảm bảo cấp điện liên tục cho phụ tải loại I, phương án nối dây cần phải có biện pháp nào sau đây?
",B,private_test_fix,B,B,B,B,B
1332,Vì sao tài liệu Public 619 khuyến nghị không nên lưu Snapshot quá lâu (trên 3 ngày) mà chỉ nên dùng dịch vụ Backup Cloud Server cho nhu cầu dự phòng dài hạn?,A,private_test_fix,A,A,A,A,A
1333,Vai trò của chuẩn hóa dữ liệu trong huấn luyện mô hình và K-Means Clustering được sử dụng để giải quyết trong học máy.,A,private_test_fix,A,A,A,A,A
1334,"Nếu dùng sai loại nét vẽ (ví dụ vẽ cạnh khuất bằng nét liền đậm), hậu quả chính là gì?",C,private_test_fix,C,C,C,C,C
1335,Dự kiến có bao nhiêu cán bộ quản lý kỹ thuật và công nhân lao động trong đơn vị quản lý hệ thống thoát nước?,B,private_test_fix,B,B,B,B,B
1336,Thuộc tính nào KHÔNG phải đặc trưng của một thuật toán?,D,private_test_fix,D,D,D,D,D
1337,"Khi lùi xe ghép ngang vào nơi đỗ, tại sao cần dừng xe khi đuôi xe ngang với đầu xe phía trước?",C,private_test_fix,C,C,C,C,C
1338,Mục tiêu chính của mô hình thử nghiệm trong Public 504 là gì?,C,private_test_fix,C,C,C,C,C
1339,"Công suất PV đạt giá trị cực đại tại điểm nào của đường đặc tính P-V, và hệ MPPT (Maximum Power Point Tracking) có vai trò gì?",A,private_test_fix,A,A,A,A,A
1340,"Trong lưu đồ thuật toán, hình thoi biểu diễn thao tác gì?",C,private_test_fix,C,C,C,C,C
1341,Mục đích của phần thí nghiệm trong tài liệu Public_476 là gì?,C,private_test_fix,"A,B,C","A,B,C","A,B,C","A,C",A
1342,Công cụ General Dimension trong Inventor cho phép làm gì?,A,private_test_fix,A,A,A,A,A
1343,"Trong quy trình bảo trì định kỳ máy phát điện, có bao nhiêu hệ thống/hạng mục chính cần kiểm tra và bảo dưỡng?",D,private_test_fix,A,C,B,B,B
1344,"Trong các lựa chọn sau, đâu là cổng thanh toán được website hỗ trợ nêu trong tài liệu Public_608?","A,B",private_test_fix,"A,B","A,B","A,B","A,B",A
1345,"Khi chuyển từ số 4 sang số 5, người lái xe cần thực hiện thao tác nào sau đây?",A,private_test_fix,A,A,A,A,A
1346,Phím tắt nào dùng để thêm nhanh một Slide mới trong PowerPoint?,B,private_test_fix,B,B,B,B,B
1347,"Khi đi đường dốc cao trơn trượt, người lái xe cần cài số nào trên xe số tự động",B,private_test_fix,B,B,"B,D",B,B
1348,Điểm cực đại công suất (MPP) của tấm pin mặt trời xảy ra khi:,A,private_test_fix,A,A,A,A,A
1349,"Trong thuật toán PPO, hàm mất mát sử dụng clip có mục đích gì?",D,private_test_fix,D,D,D,D,D
1350,"So sánh Sigmoid, Tanh và ReLU. Tại sao ReLU và các biến thể thường được ưu tiên dùng trong mạng sâu?",D,private_test_fix,D,D,D,D,D
1351,"Theo công thức trong tài liệu Public_596, hãy tính hàm lượng furfurol (C) quy về độ rượu 100% V/V, biết rằng: số mg furfurol trong 1 ml rượu thử (Cx) là 0,1 mg, độ pha loãng (n) là 2, hệ số thu hồi (R) là 1, và độ rượu của mẫu (k) là 40%",A,private_test_fix,C,C,C,C,B
1352,"Theo cơ cấu kinh tế năm 2017 của tỉnh Bắc Giang, lĩnh vực ""công nghiệp - xây dựng"" và ""nông, lâm nghiệp và thủy sản"" chiếm tỷ trọng lần lượt là bao nhiêu?",A,private_test_fix,A,A,A,A,A
1353,"Mục tiêu phấn đấu đến năm 2020, GRDP bình quân đầu người của tỉnh Bắc Giang đạt mức nào?",B,private_test_fix,B,B,B,B,B
1354,Truyền động bánh răng có nhược điểm chính gì khi vận tốc lớn?,C,private_test_fix,C,C,C,C,C
1355,"Nếu hệ thống không chuẩn hóa ảnh từ nhiều nguồn (MS-COCO, WWW, WordNet), hậu quả nào dễ xảy ra?",B,private_test_fix,B,B,B,B,B
1356,"Qua các dạng tấn công được mô tả trong tài liệu Public_155 (tấn công mật khẩu, tràn bộ đệm, SQL Injection, man-in-the-middle, bom thư, kỹ thuật xã hội, phishing, pharming), có thể rút ra nhận định tổng quan nào về đặc điểm chung của các tấn công mạng?",B,private_test_fix,B,B,B,B,B
